nngc 快到
qdiq 铄石流金
qdiv 鱼龙混杂
qdjq 危在旦夕
qdju 针砭时弊
qdka 桀犬吠尧
qdkj 狂犬吠日
qdkk 解码器
qdlt 希图
qdm 希 钸
qdma 色厉内荏
qdmb 郗
qdmd 危崖
qdmf 饶有风趣
qdmh 希 钸
qdmj 然则
qdmt 危峰
qdmw 欷
qdn 铖
qdne 铁石心肠
qdng 名古屋
qdnh 危惧
qdnn 危局
qdnt 铖
qdo 然
qdou 然
qdpb 铸字
qdpd 危害
qdpy 名存实亡
qdqc 银灰色
qdqd 忽左忽右
qdqe 金三角
qdqf 镣铐
qdqg 鱿鱼
qdqi 鲍威尔
qdqj 危象
qdqn 肴馔
qdqp 久而久之
qdqr 铸铁
qdqv 危急
qdrg 然后
qdrp 危迫
qdrt 多面手
qdsa 铸模
qdsd 杀威棒
qdsm 危机
qdso 危楼
qdsw 锅碗瓢盆
qdt 铸
qdtc 危笃
qdtf 铸 铸造
qdtg 危重
qdtm 铸币
qdu 镣
qdud 争奇斗艳
qduf 乌克兰
qdug 狂犬病
qdui 镣
qduw 镢
qdux 希冀
qdw 詹
qdwg 煞有介事
qdwr 铸件
qdws 多面体
qdwt 危途
qdww 犹太人
qdwy 詹
qdxt 金石丝竹
qdy 钛
qdya 然诺
qdyg 金石为开
qdyi 铸就
qdyn 希望
qdyr 乐而忘返
qdyy 钛
qe 角
qeae 解散
qeah 解颐
qeai 角落
qeaj 锄草
qeak 解惑
qeam 蟹黄
qeax 解药
qebb 狗腿子
qebj 角隅
qebk 解职
qebm 解聘
qebw 解除
qecl 解劝
qecw 解难
qedc 解码
qedd 解套
qede 解郁
qedf 解压
qedg 触感
qedw 触礁
qedy 名胜古迹
qeea 角膜
qeed 触须
qeef 蟹脚
qeep 角逐
qeeu 解脱
qeey 触及
qef 锊
qefa 解霸
qefb 锄地
qefc 触动 锾
qefi 解救
qefl 触雷
qefm 触击
qefp 蟹壳
qeft 解教
qefy 锊
qeg 钥
qega 解开
qegc 触到
qege 蟹青
qegf 角球
qegh 解下
qegi 觫
qegj 解理
qegk 解囊
qegl 锄
qego 解严
qegu 久悬不决
qegx 解毒
qehh 触目
qehk 触点
qei 觥
qeid 角尖
qeif 解法
qeii 饮用水
qeij 解渴
qeim 鱼肝油
qeip 触觉
qeiq 觥
qeis 解酒
qej 角
qeja 锄暴
qejg 钥匙 解题
qejn 触电
qejs 角果
qejy 触
qekf 解嘲
qelf 解围
qelh 解甲
qell 饥肠辘辘
qels 解困
qelt 角力
qemq 触网
qen 觖
qend 解忧
qeng 解悟
qent 触发
qenv 解恨
qenw 觖
qeny 角尺
qeov 解数
qeow 蟹粉
qepn 解密
qeqc 角色
qeqd 狐朋狗友
qeqe 触角
qeqg 狗胆包天
qeqi 解锁
qeqm 角钢
qeqn 解馋
qeqr 角铁
qeqs 触杀
qeqt 触犯
qeqv 触键
qeqw 角锥
qer 觚
qera 触摸
qerf 角质
qerg 邂逅
qerh 解掉
qerk 解扣
qern 解气
qerr 鱼肚白
qert 解手
qerv 解热
qery 觚
qesa 角柜
qesf 角票
qeso 角楼
qesq 解构
qesr 解析
qess 解禁 解梦
qet 钐
qeto 解释
qetp 解乏
qetr 觞
qetw 解答
qeu 斛 觯
qeua 解冻
qeuc 触痛
qeud 锄头
qeuf 角斗 斛 觯
qeuk 解剖
qeun 解决
qeuy 角门
qev 解
qeva 触媒
qevc 触怒
qevf 锄奸
qevh 解
qevj 蟹
qevp 邂
qews 解体
qewt 解任
qeww 解人
qewx 角化
qexj 解缆
qexq 解约
qext 解疑
qeya 角度
qeyc 解译
qeye 解衣
qeyf 解读
qeyg 希腊语
qeym 解调
qeyn 解雇
qeyo 解谜
qeyp 蟹膏
qeyt 解放
qeyu 解说
qeyw 触诊
qf 针
qfaa 针式
qfah 镇邪
qfap 名过其实
qfaq 镇区
qfay 销声匿迹
qfbb 镇子
qfbn 针孔
qfcf 针对
qfcr 危地马拉
qfdf 镇压
qfdp 乌干达
qfdr 名声大振
qfdt 针砭
qfeb 镇服
qfef 针脚
qffh 乐颠颠
qffo 杀无赦
qfft 独裁者
qffu 怨声载道
qffw 急起直追
qfg 钍
qfga 针形
qfge 镇静
qfgj 名震一时
qfgm 针刺
qfgy 独霸一方
qfh 针
qfhh 镇上
qfhv 针眼
qfhw 镇
qfia 镇江
qfid 针尖
qfif 针法
qfii 金城汤池
qfjj 镇日
qfkf 金无足赤
qfkg 锣鼓喧天
qfkq 名震中外
qfl 镭
qflg 镭
qfma 兔起鹘落
qfmi 名士风流
qfnm 独夫民贼
qfpf 镇守
qfpg 镇定
qfpt 镇宅
qfqa 多才多艺
qfql 猪猡
qfqn 铜墙铁壁
qfqt 针锋
qfqw 猿猴
qfqy 针灸
qfrc 镇反
qfre 急赤白脸
qfrn 针扎
qfrr 勾魂摄魄
qfsm 铲土机
qfso 钟鼓楼
qft 锗
qfta 镇长
qfth 针鼻
qftj 锗
qftm 镭射 针筒
qftn 铐
qftp 针管
qftv 镇委
qftx 铑
qfuc 镇痛
qfud 针头
qfug 多动症
qfww 外地人
qfwx 多元化
qfxg 针线
qfxk 针织
qfxq 镇纸
qfyj 针剂
qfyk 金鼓齐鸣
qfyn 象声词
qfyw 多元论
qg 钱
qga 鲽
qgaa 外来工
qgad 鲁莽
qgae 鲁菜
qgal 鱼苗 鳓
qgap 名副其实
qgaq 金玉其外
qgas 鲽
qgaw 鲜花 印花
qgb 印
qgba 铺陈
qgbb 铺子
qgbc 鲰
qgbh 印
qgbm 印出
qgbn 钝 免不了
qgby 猛不防
qgc 鲐
qgci 鱼与熊掌
qgcj 鳋
qgck 鲐
qgcn 印巴
qgcy 鱼叉
qgd 鱿
qgda 铺砌
qgdc 鲅
qgdd 鲱
qgde 鲜有 鲔
qgdf 鱼唇
qgdh 鲜艳
qgdj 鲕
qgdm 铺面
qgdn 鱿
qgdw 怨天尤人 鳜
qge 铺 匍
qgeb 猝不及防
qged 鲸须
qgee 鲲鹏
qgeg 锖
qgel 鱼腮
qgem 鳐
qgeu 鱼胶
qgew 乐于助人
qgey 铺 匍
qgf 鱼
qgfb 铺地
qgfc 鱼翅
qgfd 急于求成
qgff 独一无二 鲑
qgfg 鱼干
qgfj 鳍
qgfk 鲒
qgfl 鱼雷
qgfm 鲼
qgft 鲮
qgfv 鳕
qgfw 鳏夫
qgfy 鱼塘
qgg 鲆
qgga 铺开
qggc 桀骜不驯
qggd 鲸吞 包青天
qgge 鲭
qggh 铺下 鲆
qggk 名不正则言不顺
qggm 鱼刺
qggp 名不副实
qggq 鲠
qggu 铺平
qggy 鲡
qgh 钙 鲈
qghc 鱼皮
qghg 钲
qghh 犯不上
qghk 狼吞虎咽 鲇
qghn 钙 鲈
qghv 钱眼
qghw 名不虚传
qgi 盥
qgia 铺满
qgib 鱼池
qgih 鳞波
qgii 鱼水
qgil 盥
qgim 鱼油
qgin 印泥
qgio 金碧辉煌
qgip 印堂
qgis 多瑙河
qgit 鲜活
qgiu 鲜润
qgiv 印染
qgiy 钚
qgj 鲁 鲤 鲥
qgjc 鳗
qgje 鲜明
qgjf 鲁 鲤 鲣 鲥
qgjg 鱼虾
qgjj 鲳
qgjn 鳎
qgjr 急不暇择
qgjs 鲜果
qgjt 印鉴
qgjx 鲲
qgk 匐
qgkf 鲜味
qgkh 铺路 镉
qgkk 钝器
qgkl 匐
qgkn 鳄
qgkt 钝响
qgl 鳃
qgld 鲴
qglf 昏天黑地
qglg 鲁国
qglh 鳞甲
qgli 鳏
qgll 乐不思蜀
qgln 鳃
qglp 鲢
qglv 铺轨
qgm 鲷
qgma 钢琴曲
qgmd 鱼死网破
qgme 鱼骨
qgmf 钱财
qgmh 鲜贝
qgmk 鲷
qgmq 鲜见
qgmr 鱼贩
qgmu 鳢
qgmw 鱼肉
qgmy 鲍彤
qgn 鲺
qgna 铺展
qgnf 鲁迅
qgnh 鲜蛋
qgni 鳞屑
qgnj 鲺
qgnm 印刷
qgnn 印书
qgnt 印发 鱼尾
qgnx 印尼
qgo 鳞
qgod 鱼类
qgoh 鳞
qgov 印数
qgow 鱼粉
qgoy 铼
qgp 鲩
qgpb 象形字
qgpd 鳏寡
qgpe 钢琴家
qgpj 名至实归
qgpq 鲩
qgpt 多事之秋
qgpu 铺衬
qgq 鲍
qgqc 印色
qgqd 兔死狐悲
qgqe 钝角
qgqg 鲤鱼 鳄鱼 匍匐
qgqi 印玺
qgqj 印象
qgqk 够不够
qgqn 钱包 鱼饵 鲍
qgqo 鱼鳞
qgqq 鱼钩
qgqt 独来独往
qgqy 鱼卵 兔死狗烹
qgr 鳇
qgrd 铺排
qgre 急来抱佛脚
qgrf 钙质
qgrg 鳇
qgrh 鳞爪
qgrm 印制 鱼缸
qgrq 金不换
qgrr 鱼白
qgrt 留一手
qgrv 铺垫
qgrw 饥不择食
qgs 鳔
qgsa 印模
qgsc 钱权
qgsd 急不可耐
qgse 解囊相助
qgsf 乐不可支
qgsg 印本
qgsi 锐不可当 鳔
qgsm 印机
qgsr 铺板
qgst 急不可待
qgsu 名列榜首
qgt 钱
qgtd 鲜甜
qgte 钱租
qgth 鳞片 鱼片
qgti 鲧
qgtj 怨不得
qgtk 鱼种
qgtl 鲜血
qgtm 钱币
qgto 鳅
qgtp 名不符实
qgtr 钱物
qgts 鲦
qgtt 鳆
qgtw 乐天知命
qgty 稣
qgu 鲜
qgua 名列前茅
qgud 鲜 鱼头 犯不着
qguf 铺天盖地 鳟
qgug 鲜美 铺盖
qguj 印章
qguk 鳝
qguq 印次 鲛
qgut 迎来送往
qguv 印痕
qguw 铗
qgv 鲟
qgvb 鲫
qgve 鲜奶
qgvf 鲟
qgvg 鲜嫩
qgvl 鲻
qgvo 鲜灵
qgvq 鲵
qgvt 鱼群
qgvy 鱼丸 锦囊妙计
qgw 鲋
qgwa 钱袋
qgwd 杀一儆百
qgwf 鲋
qgwn 鲶
qgwu 铺位
qgww 负责人
qgwx 铺货
qgwy 印信
qgxa 鲜红
qgxe 印绶
qgxf 鱼贯
qgxg 外环线
qgxk 饭来张口
qgxt 铺张
qgxv 鲜绿
qgxy 印纹
qgy 鲸
qgya 印度 鳊
qgyf 钱庄
qgyg 印证
qgyh 鳙
qgyi 铺就 鲸
qgyj 饿殍遍野 鲚
qgyk 名正言顺
qgym 铺设
qgyn 印记 鲂
qgyo 印迹
qgyp 鲜亮
qgyq 铺底
qgys 铺床
qgyt 铺放
qgyu 印谱
qgyw 鱼鹰
qgyx 金玉良缘
qgyy 金玉良言 钰
qh 外
qhaa 钻戒
qhai 外藩
qhak 外勤
qhal 外功
qhan 独具匠心
qhap 钻营
qhav 外切
qhbb 外子
qhbe 外阴
qhbg 外耳
qhbi 外孙
qhbm 外出
qhbn 钻孔
qhbu 外联
qhc 铍
qhca 钻劲
qhck 钻台
qhcm 外观
qhcy 铍
qhdc 外码
qhdd 外套
qhde 外有
qhdg 钻石 钻研
qhdh 外在
qhdm 外面
qhdx 独眼龙
qheb 外服
qhec 外胎
qhee 外貌
qheg 外县
qhet 外用
qhfa 外域
qhfb 外地
qhfc 外运
qhfd 外需
qhff 外墙
qhfj 钻井
qhfk 外露
qhfn 外卖
qhfp 外壳
qhft 外教
qhfw 外埠
qhg 钼
qhga 外形
qhgc 钻到
qhge 外表
qhgg 外环
qhgi 多此一举
qhgk 外事
qhgm 猛虎下山
qhgo 外来
qhgs 独具一格
qhgu 乐此不疲
qhhc 外皮
qhhi 外频
qhia 外汇 外泄 锦上添花
qhic 外滩
qhig 鱼目混珠
qhih 外婆
qhii 外水
qhim 钻洞
qhin 外漏
qhiq 外逃
qhir 外派
qhit 外省
qhiu 外溢
qhiy 外流
qhjc 外肾
qhjf 外野
qhjm 外遇
qhjn 外电
qhjo 外显
qhjt 外星
qhjy 外景
qhk 钻
qhkg 钻 外号
qhkh 外路
qhkk 外患
qhkq 外史
qhld 外因
qhlf 外围 外置
qhlg 外国
qhlh 外罩
qhlk 外加
qhlp 外边
qhlt 外力
qhlu 外圈
qhlw 外界
qhma 外贼
qhmf 外财
qhmq 外见
qhnf 外层
qhng 外屋
qhnn 外快 触目惊心
qhny 外心
qhol 外烟
qhoq 外焰
qhpe 外家
qhpf 外寇
qhpl 外军
qhpr 外宾
qhpt 外客
qhpu 外裤
qhpw 钻穴
qhpy 外祸
qhqe 外角
qhqi 外销
qhqn 外包
qhqw 外欠
qhqy 外贸
qhre 外援
qhrf 外挂
qhrn 外扬
qhrp 钻探
qhrt 外手
qhru 外接
qhrw 饿虎扑食
qhsa 外框
qhsf 钻杆
qhsh 外相
qhsm 钻机
qhsu 外校
qhta 外长
qhtc 外径
qhtd 外籍
qhte 猴皮筋
qhtf 外行
qhtg 外甥
qhth 外延
qhtl 外务
qhtm 外向 外币
qhto 外翻
qhtq 名目繁多
qhtr 外物
qhtu 外科
qhty 尔虞我诈
qhud 外头
qhuf 外痔
qhuj 外间
qhuk 外部
qhum 外商
qhuq 外交 外资
qhus 外亲
qhut 外道
qhvl 外舅
qhvt 外姓
qhwa 外借
qhwc 外公
qhwf 外传
qhwg 外债
qhwh 外企
qhwm 外侧
qhwt 外伤
qhww 外人
qhwx 外倾
qhxc 外经
qhxg 外线
qhxh 外引
qhxj 触目皆是
qhxt 外乡
qhxx 外缘
qhxy 外弦
qhy 外 钋
qhya 狗皮膏药
qhye 外衣
qhyg 外语
qhym 外设 外调
qhys 钻床
qhyt 外族
qhyy 外文 外方
qi 乐
qiab 金沙萨
qiah 尔雅
qibb 乐子
qibg 尔耳
qibw 乐队
qica 针尖对麦芒
qicf 急流勇进
qicm 乐观
qicv 急流勇退
qidg 乐感
qie 销
qieg 销
qifc 销魂
qiff 乐坛 乐土
qifh 乐趣
qifn 乐声
qig 玺
qigc 销到
qigd 独当一面
qigf 乐于
qigg 名满天下
qigj 乐理
qigk 乐事
qigm 尔曹
qigo 迩来
qigw 久治不愈
qigy 玺
qihh 锁上
qihv 锁眼
qii 乐
qiia 金沙江
qiib 乐池
qiim 乌油油
qiip 昏沉沉
qiiq 乌溜溜
qiiu 乐滋滋
qijg 销量 乐师
qikh 销路
qikk 乐器
qilf 乐园 乐团
qilg 锁国
qili 饮水思源
qilp 锁边
qim 锁
qima 乐曲
qime 锁骨
qimm 乐山
qimn 乐凯
qimt 销账
qimy 锁 销赃
qin 铴
qinr 铴
qiog 乐业
qiol 销烟
qiop 乐迷
qios 镁光灯
qip 迩
qipf 镗
qipg 锁定
qipi 迩
qipv 销案
qiq 铫
qiqe 锁钥
qiql 锁链
qiqn 铫
qiqs 销钉
qiqt 乐儿
qirg 尔后
qirl 乐舞
qirm 多党制
qirt 乐手
qirv 销势
qisc 名誉权
qisf 钞票
qisk 乐歌
qism 饮水机
qiss 钱学森
qist 尔格
qit 钞
qitf 尔等
qitg 留学生
qitj 乐得
qitk 乐和
qitt 钞
qitv 乐律
qitx 银河系
qity 销往
qiu 尔
qiuj 乐意 乐章
qiut 乐道
qiuu 金光闪闪
qiuy 锁门
qiv 铛
qiva 销毁
qivg 铛
qiwd 乐段
qiwi 馋涎欲滴
qiwk 鱼游釜中
qiwn 销假
qiww 销价
qiwx 销货
qiwy 销售
qiyn 销户
qiys 镗床
qiyu 乐谱
qiyw 乐府
qj 旬
qjah 象牙
qjaj 刈草
qjb 郇
qjbh 郇
qjbt 名师出高徒
qjbv 象限
qjc 铿
qjcf 铿
qjd 旬
qjdy 锡矿
qje 象
qjef 金蝉脱壳
qjeu 象
qjf 锂
qjfg 锂
qjfj 旬刊
qjfn 象声
qjfp 龟壳
qjg 钽
qjga 象形
qjgf 锝
qjgg 钽
qjgq 龟裂
qjh 钊 刈
qjib 锂电池
qjji 金晃晃
qjjj 旬日
qjjn 锂电
qjjt 龟鉴
qjl 镘
qjlc 镘
qjlh 龟甲
qjlw 饱暖思淫欲
qjmm 龟山
qjn 龟
qjnb 龟
qjpy 锄暴安良
qjq 锡
qjqd 猖獗
qjqg 猖狂
qjqj 猩猩
qjqk 龟兔
qjqq 锡金
qjqr 锡
qjqt 卯是卯
qjqu 铿锵
qjrb 旬报
qjrq 狗日的
qjs 锞
qjsa 象棋
qjsd 锡杖
qjsr 龟板
qjsy 锞
qjtf 久旱逢甘雨
qjtg 象征
qjth 象鼻
qjti 锡箔
qjtm 象徵
qjtn 触景生情
qjud 龟头
qjux 龟背
qjwf 银监会
qjww 外星人
qjx 锟
qjxp 龟缩
qjxq 锡纸
qjxx 锟
qjyj 杀虫剂
qk 名
qkaa 句式
qkab 名节
qkae 名菜
qkaf 名著
qkah 名臣
qkan 鱼跃鸢飞
qkap 劬劳
qkat 名医
qkaw 名茶
qkbb 句子 兔子
qkbk 免职
qkbn 够了
qkbw 免除
qkca 够劲
qkcb 免予
qkck 锅台
qkcn 锅巴
qkcw 免验
qkd 句
qkdd 勉励
qkdf 兔唇
qkdg 名厨
qkdo 锅盔
qkdp 锅碗
qkef 名脚
qkej 够胆
qkep 钟爱 免受
qket 名胜 够用
qkeu 兔脱
qkf 名
qkfa 钟塔
qkfc 免去
qkfd 名城
qkff 铝土
qkfg 名士
qkfh 逸趣
qkfj 免进
qkfk 钟鼓
qkfn 名声 钟声
qkft 名教
qkfv 猫哭老鼠
qkg 锃
qkga 免刑
qkge 钟表
qkgf 免于
qkgg 锃
qkgh 名下
qkgj 名噪一时
qkgk 逸事
qkgl 名画
qkgm 免责 免遭
qkgq 名列
qkgs 句末
qkgy 金口玉言
qkh 钏
qkhc 铝皮
qkhh 钟 名目
qkhk 钟点
qkhn 钟鼎
qkif 句法
qkin 免烫
qkip 名堂
qkis 名酒
qkiw 名誉
qkiy 名流
qkjg 名师
qkjh 名曰
qkk 铝
qkka 狗嘴吐不出象牙
qkkf 够味
qkkg 句号 名号 铝
qkkh 名贵
qkkk 名品
qkkn 名叫 锷
qkkq 名唤
qkks 乐呵呵
qkkw 够呛
qkl 劬
qkld 免罪
qklg 名车
qkln 劬
qklt 勉力
qkm 锅
qkma 名曲
qkmh 铞
qkmm 名册
qkmw 锅
qknd 名剧
qkng 钟情
qknh 免收
qkno 狗吃屎
qknt 句尾
qkof 锅灶
qkol 名烟
qkov 够数
qkoy 锅炉
qkpb 名字
qkpe 名家
qkpf 免冠
qkpn 免官
qkpp 名之
qkpt 名额
qkpu 名实
qkpw 名宿
qkpy 免礼
qkq 免
qkqa 名氏
qkqb 免
qkqe 名角
qkqg 鸲
qkqh 多吃多占
qkqi 逸乐
qkqk 名句
qkql 勉
qkqn 锅饼
qkqp 逸
qkqq 够
qkqt 多嘴多舌
qkqu 锅铲
qkqy 兔
qkrh 免掉
qkrj 免提
qkrl 钟摆
qkrm 铝制
qkrn 名气
qkrt 名手
qksa 名模
qksf 免票
qksg 够本
qksh 名相
qkso 钟楼
qkst 狭路相逢
qksu 名校
qksw 免检
qktd 名籍
qktf 兔毛
qktg 免征
qkth 名牌 名片
qkti 铝箔
qktj 免得 名利
qktm 免役
qktq 名称
qktt 急中生智
qktu 免税
qkty 名篇
qkub 逸闻
qkud 钟头
qkug 锅盖
qkuj 名单
qkum 免疫
qkuq 名次 名将
qkut 名产
qkuy 名门
qkve 名媛
qkvf 名妓
qkvi 名录
qkvu 钟馗
qkwb 够戗
qkwd 名优
qkwf 名儒
qkwh 名企
qkwt 名作
qkwu 名位
qkwv 名分
qkww 名人 免俗
qkxj 免费
qkxk 勉强
qkya 免试
qkyf 句读
qkyh 名店
qkyl 名为
qkym 银川市
qkyn 名词 名望
qkyo 免谈
qkyp 锃亮
qkyq 名义
qkyt 句话
qkyu 名谚
qkyw 钟座
qkyy 名言
ql 甸
qlaa 链式
qlbb 链子
qld 甸
qldg 锢
qldq 包罗万象
qldy 铟
qlec 钾肥
qlfg 急转直下
qlfh 钾盐
qlfk 锣鼓
qlfn 锣声
qlg 钿
qlga 多边形
qlgf 链球
qlgy 忽略不计
qlh 钾
qlio 狂轰滥炸
qljl 解甲归田
qllg 独轮车
qllu 包围圈
qllv 链轨
qllw 链轮
qlmy 外圆内方
qln 锶
qlny 锶
qlp 链
qlpf 外围赛
qlpy 链
qlq 锣
qlqi 链锁
qlqj 镯
qlqy 锣
qlru 链接
qlts 链条
qlwf 外国佬
qlww 外国人
qlx 镙
qlxf 链结
qlxi 镙
qlyg 外国语
qlyo 急转弯
qm 负
qmag 负荆
qmar 铜匠
qmau 负薪
qmaw 负荷
qmbf 铜陵
qmcf 狂风骤雨
qmcy 钢叉
qmd 奂
qmde 负有
qmdg 金刚石
qmdk 名山大川
qmdm 负面
qmdo 钢盔
qmdu 奂
qmdy 铜矿
qmek 名山胜川
qmfa 负载
qmff 铅封
qmfh 负起
qmfn 铅块
qmfq 铜元
qmg 铀
qmgf 负于 铅球
qmgg 钢琴
qmgi 狂风恶浪
qmgk 铜
qmgm 负责
qmgr 钢珠
qmhc 钢皮
qmii 钢水
qmis 钢渣
qmiv 钢梁
qmj 铡
qmjf 狂风暴雨
qmjh 铡
qmjn 负电
qmk 铅
qmkg 铅
qmkk 铜器
qmks 争风吃醋
qmkt 铜川
qmld 负罪
qmlh 铠甲
qmlk 钢架
qmlu 钢圈
qmlv 钢轨
qmlw 钢轮
qmlx 负累
qmme 钢骨
qmn 铠
qmnb 负屈
qmng 负情
qmnn 铠
qmny 负心
qmoj 铜焊
qmos 钠灯
qmou 钢料
qmov 负数
qmpb 铅字
qmpv 负案
qmpw 钢窗
qmq 钢
qmqd 钢铸
qmqf 钢针
qmqg 铜钱 铅印
qmql 铜锣
qmqp 钢锭
qmqq 铁骨铮铮
qmqr 钢铁
qmqs 钢钉
qmqt 铜锈
qmqu 铜镜
qmqw 负欠
qmqy 钢
qmrf 铜质
qmrh 钢爪
qmrj 负担
qmrm 钢制
qmrn 负气
qmsa 铜模
qmse 负极
qmsf 钢材
qmsr 钢板 铜板
qmsw 钢枪
qmte 钢筋
qmtg 负重
qmth 铜牌
qmti 铜箔
qmtk 钢种
qmtm 铜币
qmtp 钢管
qmts 钢条
qmtt 铅笔 钢笔
qmu 负
qmua 钢瓶
qmud 金风送爽
qmuq 负疚
qmus 多财善贾
qmvh 金刚怒目
qmvn 铡刀
qmw 钠
qmwf 负值
qmwg 负债
qmwq 铜像
qmwt 负伤
qmwx 钢化
qmwy 钠
qmxc 金刚经
qmxg 铜线
qmxj 钢缆
qmxq 负约
qmxu 铅弹
qmxv 铜绿
qmxx 钢丝
qmy 钡
qmyq 负义
qmyy 钒
qn 包
qna 饶
qnaa 包工
qnad 馆藏 包藏 馍
qnae 饭菜
qnag 馑
qnah 乌鸦
qnal 乌苏
qnaq 饶
qnas 饱蘸
qnat 馓
qnav 金屋藏娇
qnaw 饮茶
qnax 包蕴
qnay 饥荒
qnb 饣
qnbb 饺子 包子 馆子
qnbg 饵
qnbw 刨除
qnc 饴
qnck 饴
qncn 饮马
qncq 乌鸡
qnd 锯
qnde 饶有
qndg 锯
qndh 包在
qndj 铩羽而归
qndp 饭碗
qnds 包厢 饭厅
qndx 乌龙
qne 馁
qnea 包膜
qneb 饮服
qnec 饼肥
qnee 包月
qnen 饥肠
qnep 饱受
qnet 饮用
qnev 馁
qnf 钮
qnfb 饽
qnfc 乌云
qnff 刨土
qnfg 饼干 包干 钮
qnfh 包起
qnfn 包场
qnfp 饰过
qnft 包教
qnfu 饱以老拳
qnfy 刨坑
qng 乌
qnga 锯开
qngb 邬
qngc 狗屁不通
qngd 乌
qnge 馕
qngh 包下
qngn 饨
qngq 饿死
qngs 锯末
qngt 饯
qngw 独异于人
qnh 镅
qnhc 包皮
qnhg 镅
qnhj 饭桌
qnhq 饱餐
qnhw 锯齿
qnia 饱满
qnib 包涵
qnic 包治
qnii 饮水
qnij 饥渴
qnip 饱尝 饰演
qnis 饮酒
qnit 馋涎
qniu 饮泣
qniw 饮誉
qnj 蚀
qnjc 馒
qnje 饱暖
qnjf 包里
qnjg 饭量
qnjh 刨
qnjt 饱览
qnjx 馄
qnjy 蚀
qnk 馈
qnke 饱吸
qnkf 馊味
qnkg 饱嗝
qnkh 馋嘴
qnkk 饰品 饮品 印刷品
qnkl 饯别 饲喂
qnkm 馈
qnkt 独辟蹊径
qnlf 包围 乌黑
qnlg 包车
qnlk 包圆
qnlq 包罗
qnlw 包办
qnm 饥
qnma 乌贼
qnmb 包邮
qnmn 饥
qnmq 急惊风
qnmu 馈赠
qnmw 馆内
qnn 钇 钆 锔
qnna 饥民
qnnk 饲 锔
qnnn 饭局
qnnr 饧
qnnt 乌发
qnnv 饮恨
qnnw 馔
qnou 饮料 饲料 饭粒
qnoy 饴糖
qnp 馆
qnpd 久惯牢成
qnpf 饥寒
qnpj 饮宴
qnpn 馆
qnpu 包袱
qnpw 包容
qnq 饮
qnqc 饥色
qnqe 狼心狗肺
qnqf 铁壁铜墙
qnqg 饭铺
qnqi 包销
qnqj 乌龟
qnqk 饭锅
qnql 馏
qnqn 饱 饥饿 饭馆
qnqq 乌金
qnqt 馋猫
qnqu 馋
qnqv 馅
qnqw 饮
qnr 饭
qnrb 包拯
qnrc 饭
qnrg 饭后
qnri 包抄
qnrj 包揽
qnrk 钮扣
qnrn 包扎 饩
qnrq 包换
qnrt 包括
qnru 乌拉
qns 馇
qnsc 饭桶
qnsf 饭票 包票
qnsg 蚀本 馇
qnsm 包机
qnss 乌木
qnst 乌梅
qnt 饿 铋
qnta 馆长
qntd 饶舌 饫
qnte 包租
qntf 饯行 饪
qnth 饰
qntj 饭香
qntk 饱和 饷
qntl 饬
qntm 包身
qntp 包管
qntr 饰物
qnts 锯条
qntt 饿 铋
qntu 包乘
qnu 饼
qnua 饼
qnud 饲养 馒头 包头
qnue 饭前
qnuf 包装 馐
qnug 急性病
qnui 刨冰
qnuj 包间
qnum 包商
qnuq 饺 勾心斗角
qnut 包产
qnv 包
qnvb 包好
qnvc 馊
qnve 包退
qnvi 多快好省
qnvk 饶恕
qnvn 刨刀
qnw 馀
qnwc 包公
qnwf 馆舍
qnwg 饭盒
qnwh 包修
qnwo 包伙
qnwp 负屈含冤
qnwq 包你
qnwt 馀
qnwv 馏分
qnww 包谷
qnwx 蚀化
qnwy 包含 饮食 饱含
qnx 铌
qnxa 鸟尽弓藏
qnxc 饱经
qnxe 狗尾续貂
qnxg 馈线
qnxi 乌纱
qnxn 铌
qnxt 包缝
qnxu 饮弹
qnxv 乌绿
qnxw 包给
qnxy 鱼尾纹
qnya 包席
qnyc 饲育
qnyf 饱读 饭庄
qnyh 饭店
qnyj 包裹
qnym 铭心刻骨
qnyn 蚀刻
qnyp 乌亮
qnys 刨床
qnyx 包庇
qo 炙
qob 鬯
qobx 鬯
qoft 独断专行
qog 镤
qogs 昏迷不醒
qogy 镤
qolf 狼烟四起
qond 多米尼克
qonl 多米尼加
qoo 锬
qoof 炙烤
qoom 金灿灿
qoop 色迷迷
qooy 锬
qopn 乐业安居
qopw 镂空
qopx 鱼米之乡
qorv 炙热
qou 炙
qouc 触类旁通
qour 乌烟瘴气
qov 镂
qovg 镂
qoww 多数人
qoy 钬
qoya 多米诺
qoyn 镂刻
qp 锭
qpbb 钻空子
qpbi 鲁宾逊
qpbq 鳏寡孤独
qpe 镓
qpey 镓
qpfa 金字塔
qpft 多神教
qpg 锭
qpgh 锭
qpgq 凶神恶煞
qpgw 夤
qphi 饮鸩止渴
qpiw 杀富济贫
qpjv 免冠照
qpqa 狩猎
qpqc 多灾多难
qpqn 迎宾馆
qpr 镔
qprt 金字招牌
qprw 镔
qpsg 名实相副
qpst 名实相符
qpta 镇定自若
qpur 饥寒交迫
qpv 铵
qpvg 铵
qpvm 铁案如山
qpw 镩
qpwh 镩
qpwi 镲
qpwk 镕
qpx 铊
qpxn 铊
qpxx 夤缘
qq 多
qqaa 金工
qqad 多项
qqah 金牙
qqaj 钦慕
qqal 金莲
qqam 金黄
